Titolo,id_ristorante,Data,Target,Recensioni,Punteggio,Foto1,Foto2
Piccola perla nel villaggio!,g1006504-d1043682,"",family,"Abbiamo appena spostato a Ferndown. Mia figlia è venuto a farmi visita da Londra e non abbiamo voglia di andare lontano. Il ristorante del Chianti è a quattro passi da così abbiamo telefonato e prenotato un tavolo. Il servizio era eccellente e il cibo delizioso. C'era una bella atmosfera con arredamento tipico italiano, ma ben fatto. Serata molto piacevole. Ci torneremo sicuramente.","Punteggio 4,0 su 5","",""
Piccolo gioiello di ristorante climatizzato,g1006504-d1043682,"",family,"Un gruppo di 6 stavano arrivando oltre a Dorset per il fine settimana e siamo stati che arrivano a Poole circa 2100 , ho avuto concentrandoci Ristoranti nella zona di Ferndown e ho notato che il Chianti Ristorante siamo stati aperti fino al 2300 quindi ho pensato che potrebbe essere il perfetto uno di andare. Ho chiamato il Ristorante e ho parlato con una bella gentiluomo e ci ha spiegato la situazione di arrivare che notte e mi ha anche detto di non preoccuparsi e prenotato il nostro tavolo per tra 2130 e 2145 , ci ha anche detto che se pensavamo che saremmo stati tardi per solo dare loro una chiamata e ci avrebbero attendere per noi che mi è sembrato veramente un bel po' gesto,

come succede quando siamo arrivati sul posto 2145 e ci è stata mostrata al nostro tavolo , abbiamo tutti ordinato il nostro cibo e bevande , c'era una scelta eccellente sia di cibo e bevande , il ristorante era un ronzio e aveva una bella atmosfera in ci , abbiamo lasciato tutto 2245 Sensazione bella e piena dopo aver un delizioso pasto , vi consigliamo vivamente il Chianti Pizzeria Ferndown , il cibo, l'atmosfera e il personale era fantastico , La ringraziamo per l'attesa per noi ci torneremo sicuramente qualche giorno","Punteggio 5,0 su 5","",""
Plant-based eaters not for you.,g1005967-d10241689, 10 dicembre 2023,friends,"Used to visit the Green Welly a lot (it was my go-to)  and recommended it to loads of friends when the previous owner took over.  A few of my friends are plant-based eaters and there was always a choice of at least one delicious cake and several vegan options which the previous owner discussed and listened to ideas at the beginning).  Not any more. Not one plant-based cake on offer, the soup was 'accidentally vegan' and there was one token hummus plant based option.  Now that so many eateries offer imaginative vegan choices which appeal to omnivores, vegetarians and vegans, it's win-win all round.(Am wondering what happens for those who are allergic to dairy too... no plant-based choice for them).   The owner was clearly disinterested in talking about it or researching the food market where millions are being invested in the vegan market - for the climate; for health and for animals.  Won't be going back.  How sad.","Punteggio 2,0 su 5","",""
Pleasant staff and food a touch above standard 'pub grub',g1006504-d3806898, 12 luglio 2023,solo,"I dined while a hotel resident and enjoyed the meals in the restaurant. Unfortunately it was too windy to sit out on the terrace overlooking the river, which would be an attractive option.

I found the standard of the food to be good, the 'surf and turf' special was reasonably priced at £23; the steak was tender and the three large shrimp were served shell on. Soup was served piping hot and pate was reasonably generous. All in all, the food was a notch above standard 'pub grub' fare.

The restaurant area is quite large, but is partitioned so there are quieter areas. The cask ale is Sharp's Doom Bar which was very nice. 

The serving staff were all pleasant and efficient. 

My only observation is that they served starters and mains on wooden boards, which have long since lost novelty and isn't ideal when you have a steak with sauce.","Punteggio 4,0 su 5","",""
Pleasant surprise,g1005967-d2459574, 26 febbraio 2023,couples,"Well, what a turn-up!  We were staying in nearby sell catering accommodation and having booked dinner here, we were a little worried not to fund it in our hosts list of places to eat.
Well, what a mistake they made!
Staff were warm and welcoming and we were quickly shown to our table. 
The menu was standard pub food, rather than haute cuisine, but the White Horse proves the old adage that sometimes it’s best to stick to what you know.
That’s not ti say that we weren’t pleasantly surprised by an avocado salad in the specials board. While one of us opted for that, they were only too happy to provide me with their bar snack whitebait as a starter. The mains were equally enjoyable, not least the haddock and chips which had a crisp, light batter, so often beyond the capabilities of pub kitchens.
All this was delivered for a price that eaves you  comfortably able to meet the price of a desert, if you unlike us, have room.","Punteggio 4,0 su 5","",""
poor customer service,g1006504-d2320409, 4 marzo 2020,none,"Lovely piano player and food greatly let down by rude uncaring customer service, will not be returning.","Punteggio 2,0 su 5","",""
Poor Experience,g1006504-d2509017, 23 aprile 2024,family,"My mother always insists on taking me and other family members to this pub for  lunch.  I do not understand why.  Yes, the prices are cheap but the food is very mediocre and nothing special.  One of our party ordered  the lasagne.  It wasn’t cooked properly. On questioning a staff member we were advised nothing could be done as this was how the food was delivered to the pub, rather than being cooked on site.

The gents toilet had no soap to wash hands, this being a restaurant is unforgivable. I did report this to a staff member and was told they had a contractor who looks after this aspect.  Hopefully, the staff member found some soap from somewhere until the contractor returned. 

I think this will be my last visit to the ‘Tap and Railway’ at West Moors.","Punteggio 1,0 su 5","",""
Poor Hygiene in Ladies Toilets...,g1006504-d6620815, 6 agosto 2021,none,"In spite of the toilet rota having been ticked and signed a few minutes before I entered, the first three cubicles had not been flushed at all and were in a disgusting state.  Need  I say anymore?","Punteggio 2,0 su 5","",""
Poor quality carvery.,g1006504-d3806898, 24 febbraio 2024,friends,Easily the worst carvery possible.  Obviously not cooked by a competent chef.   Incredibly salty roast potatoes.  Flat disgusting looking yorkshires and rock hard stuffing.   Choice of vegetables also very poor.   Previous visit was excellent so a serious decline in quality.,"Punteggio 1,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/7e/e2/79/caption.jpg,""
Poor service and food,g1006504-d2320409, 7 marzo 2020,none,"Attended a function here staff were rushed, customer service poor food mediocre don't waste your money very expensive with little to show for it","Punteggio 1,0 su 5","",""
Positive,g1005967-d12183920, 22 novembre 2023,couples,"2 English breakfasts, coffee & walnut cake, decaf latte. 

Overall a good experience, 8/10. 

Water marks on the glasses makes them look dirty, salt required in the dishwasher. 

I wish the breakfast came with bread but for the price, I am not complaining.","Punteggio 4,0 su 5","",""
Proper roast dinner,g1006175-d2354647, 12 aprile 2024,family,"Very generous portions of good old fashioned, tasty,  home cooked food at very fair prices.
The roast dinners exceeded expectations, beautiful tender beef, delicious gravy and more than enough vegetables.
A fantastic choice of home baked cakes.
The apple pie and custard was just like nans.
Very friendly and helpful staff
We would definitely go back here.","Punteggio 4,0 su 5","",""
Pub lunch 🥙,g1005967-d2459574, 3 maggio 2024,couples,"We had a sausage baguette and a fish finger baguette 
We waited half an hour for our food 
It was nice food though 
Ok 
Just slow service but looked like the girl was on her own serving","Punteggio 3,0 su 5","",""
Really decent grub,g1006504-d2509017, 2 maggio 2024,family,We come for food at least once a week the staff are very friendly and food is great always and THE ETON MESS IS AMAZING!!!!!!!!,"Punteggio 5,0 su 5","",""
Really good!,g10021931-d3222824, 22 dicembre 2023,family,Love this cafe when walking between Mylar and Flushing. Staff always very friendly and drinks always good. Food is home cooked and freshly prepared. Lovely sitting outside in the summer or inside when the weather is not so good!,"Punteggio 5,0 su 5","",""
